vertex_ind,xcoord,ycoord
"3591",-171566.046377356222365,-2533685.917054748162627
"3592",-171748.689081164717209,-2533703.047486781142652
"3593",-171928.945353854389396,-2533726.555882461834699
"3594",-172106.082920209650183,-2533757.768530873116106
"3595",-172278.910495390911819,-2533797.767044255044311
"3596",-172446.575277985975845,-2533847.336805410217494
"3597",-172607.649191911448725,-2533907.070696128997952
"3598",-172761.029446837317664,-2533977.131695056799799
"3599",-172905.445687143190298,-2534057.363202660344541
"3600",-173039.690576830238570,-2534147.311322262510657
"3601",-173162.638274726690724,-2534246.258453394751996
"3602",-173273.349518665112555,-2534353.350876085460186
"3603",-173371.080938794068061,-2534467.742087741382420
"3604",-173455.505068865313660,-2534588.518521084450185
"3605",-173527.032944880309515,-2534714.741093999240547
"3606",-173587.017810640652897,-2534845.200928370933980
"3607",-173638.400087620859267,-2534978.215628637932241
"3608",-173685.766666400595568,-2535111.153668260667473
"3609",-173734.822817070089513,-2535241.032749290578067
"3610",-173790.950535670795944,-2535364.386379429604858
"3611",-173857.940418313315604,-2535478.988531396724284
"3612",-173937.645589396124706,-2535583.227390864863992
"3613",-174030.224255783890840,-2535676.213974094018340
"3614",-174134.821179029735504,-2535757.262977233622223
"3615",-174249.897458602092229,-2535825.824024132918566
"3616",-174373.747486581967678,-2535881.272908825892955
"3617",-174504.478188711917028,-2535923.036824236623943
"3618",-174640.244513654557522,-2535950.624607312493026
"3619",-174779.314483318943530,-2535963.816445210948586
"3620",-174920.125996128306724,-2535962.681133359204978
"3621",-175061.468007459159708,-2535947.811769061721861
"3622",-175202.380630767496768,-2535920.170825003180653
"3623",-175342.451889627147466,-2535881.175940020009875
"3624",-175481.499502119084354,-2535832.373858903534710
"3625",-175619.791326546168420,-2535775.509225054178387
"3626",-175757.571782241022447,-2535712.163342776708305
"3627",-175895.362478704249952,-2535643.822712149471045
"3628",-176033.554913275118452,-2535571.744037250056863
"3629",-176172.626744520995999,-2535496.999333360698074
"3630",-176312.798064721340779,-2535420.443988417275250
"3631",-176454.415551947138738,-2535342.835246069822460
"3632",-176597.662726122420281,-2535264.769163690041751
"3633",-176742.761246241978370,-2535186.868810528889298
"3634",-176889.793007745407522,-2535109.574255939107388
"3635",-177038.867448754317593,-2535033.327050836756825
"3636",-177190.002417608106043,-2534958.416048586834222
"3637",-177343.202500161773060,-2534885.132140082307160
"3638",-177498.383618788793683,-2534813.702981296461076
"3639",-177655.459442745835986,-2534744.295115809421986
"3640",-177814.215784203610383,-2534677.058048325125128
"3641",-177974.473909421329154,-2534612.021095812320709
"3642",-178135.855066883959807,-2534549.200619714800268
"3643",-178298.074981617857702,-2534488.565419288817793
"3644",-178460.734168469352880,-2534430.095711579546332
"3645",-178623.474301082344027,-2534373.725128665566444
"3646",-178785.779006170865614,-2534319.474529090337455
"3647",-178947.286879790539388,-2534267.159456099849194
"3648",-179107.513298240664881,-2534216.918937102891505
"3649",-179266.077613405825105,-2534168.534076663665473
"3650",-179422.412783808191307,-2534121.916837099008262
"3651",-179576.266860870440723,-2534076.979784891009331
"3652",-179727.191322959726676,-2534033.495642163325101
"3653",-179874.956843356718309,-2533991.238114709034562
"3654",-180019.269018139748368,-2533949.777488377410918
"3655",-180159.939090756175574,-2533908.593221415765584
"3656",-180296.727158862748183,-2533867.003437555860728
"3657",-180429.485137161245802,-2533824.241057024337351
"3658",-180558.013240770087577,-2533779.462513798382133
"3659",-180682.150046758586541,-2533731.768978449981660
"3660",-180801.631058946542908,-2533680.381895802915096
"3661",-180916.254419665987371,-2533624.484789596404880
"3662",-181025.774728096090257,-2533563.646781560499221
"3663",-181129.998452445841394,-2533497.441429326310754
"3664",-181228.721574016759405,-2533425.828956719487906
"3665",-181321.836220541736111,-2533348.699309084564447
"3666",-181409.342248835309874,-2533266.225946994964033
"3667",-181491.390330135327531,-2533178.690417018719018
"3668",-181568.499201169208391,-2533086.465187011286616
"3669",-181641.323414217331447,-2532990.069552492350340
"3670",-181710.881306820840109,-2532890.094446872826666
"3671",-181778.455698598991148,-2532787.256540391594172
"3672",-181845.523159085772932,-2532682.354805908165872
"3673",-181913.578130791487638,-2532576.222748290281743
"3674",-181984.078818242240231,-2532469.699708156287670
"3675",-182058.293895228387555,-2532363.601585000753403
"3676",-182137.293969463848043,-2532258.761386046186090
"3677",-182221.845649965805933,-2532155.945163669995964
"3678",-182312.502433449670207,-2532055.920692240353674
"3679",-182409.550835291011026,-2531959.494973993394524
"3680",-182513.085407997888979,-2531867.394055031705648
"3681",-182623.006568663258804,-2531780.308833226561546
"3682",-182739.109208445530385,-2531698.946712052915245
"3683",-182860.964556422171881,-2531623.771635362878442
"3684",-182988.088539281743579,-2531555.198214392643422
"3685",-183119.992429639270995,-2531493.463328856509179
"3686",-183255.939629689819412,-2531438.546270120888948
"3687",-183395.381545232929057,-2531390.154191555920988
"3688",-183537.717807704582810,-2531347.795733826700598
"3689",-183682.380336922884453,-2531310.503474169410765
"3690",-183828.788986971951090,-2531277.206294242292643
"3691",-183976.459591797320172,-2531246.354390626307577
"3692",-184124.898830854421249,-2531216.414475601632148
"3693",-184273.709043301234487,-2531185.547787727322429
"3694",-184422.270965350209735,-2531152.140915244352072
"3695",-184570.192707789072301,-2531114.504378325771540
"3696",-184716.916224270244129,-2531071.311960778199136
"3697",-184861.939280351245543,-2531021.442909166682512
"3698",-185004.702012805297272,-2530964.101543900556862
"3699",-185144.687168902892154,-2530898.744179856963456
"3700",-185281.235983134421986,-2530825.047196138650179
"3701",-185413.825385114265373,-2530742.911959822289646
"3702",-185541.909051753726089,-2530652.375013982877135
"3703",-185665.019105278741335,-2530553.719768834766001
"3704",-185782.723097888228949,-2530447.210179628804326
"3705",-185894.707922261615749,-2530333.245795832015574
"3706",-186000.762557039823150,-2530212.248719729483128
"3707",-186100.808156881714240,-2530084.767707456834614
"3708",-186194.918177226878470,-2529951.305831180419773
"3709",-186283.286906025430653,-2529812.396142511628568
"3710",-186366.246540339896455,-2529668.558179166633636
"3711",-186444.255172859295271,-2529520.323411628138274
"3712",-186517.853071383899078,-2529368.204636891838163
"3713",-186587.655536339094397,-2529212.701401827391237
"3714",-186654.378879356139805,-2529054.279992960393429
"3715",-186718.716367809451185,-2528893.513643469661474
"3716",-186781.376468133879825,-2528730.822962955106050
"3717",-186842.967074324842542,-2528566.723304397426546
"3718",-186904.155699097056640,-2528401.673187523614615
"3719",-186965.390177726745605,-2528236.152249062433839
"3720",-187027.214235110091977,-2528070.483260366600007
"3721",-187089.874991331715137,-2527905.363132026046515
"3722",-187153.608061963866930,-2527741.049936736002564
"3723",-187218.502474161912687,-2527577.970240930560976
"3724",-187284.643229526176583,-2527416.451069646980613
"3725",-187351.865086615318432,-2527256.746668402105570
"3726",-187420.077855759212980,-2527099.063889224082232
"3727",-187489.065273260202957,-2526943.606361622922122
"3728",-187558.582991888455581,-2526790.470905129797757
"3729",-187628.403970271436265,-2526639.719823291059583
"3730",-187698.322289466101211,-2526491.337611518334597
"3731",-187768.164536173309898,-2526345.355444957502186
"3732",-187837.895349452155642,-2526201.718813783023506
"3733",-187907.434505685610930,-2526060.387990809045732
"3734",-187976.900277022301452,-2525921.298108094837517
"3735",-188046.452741450804751,-2525784.413756283000112
"3736",-188116.402426715241745,-2525649.686484029516578
"3737",-188187.052092526835622,-2525517.142814504913986
"3738",-188258.943882804305758,-2525386.751160973217338
"3739",-188332.417645268433262,-2525258.564611601643264
"3740",-188407.923416581354104,-2525132.532223210204393
"3741",-188485.757719088083832,-2525008.628357450477779
"3742",-188566.291249818925280,-2524886.798847157508135
"3743",-188649.711440770537592,-2524766.929107558913529
"3744",-188736.123634419316659,-2524648.822114582173526
"3745",-188825.485206797864521,-2524532.205731353256851
"3746",-188917.692744560627034,-2524416.723373907152563
"3747",-189012.451776328729466,-2524301.886682687327266
"3748",-189109.501795307500288,-2524187.230854706838727
"3749",-189208.388819707004586,-2524072.147374508436769
"3750",-189308.767568405251950,-2523956.143263733480126
"3751",-189410.174863815860590,-2523838.637836945708841
"3752",-189512.155119457922410,-2523719.189283533021808
"3753",-189614.310587712621782,-2523597.396523470524698
"3754",-189716.367672685533762,-2523473.001130208373070
"3755",-189817.998403025907464,-2523345.799064232967794
"3756",-189919.015776067826664,-2523215.707628538366407
"3757",-190019.265272364020348,-2523082.813610779121518
"3758",-190118.706816390418680,-2522947.138655433896929
"3759",-190217.359032185777323,-2522808.996749135665596
"3760",-190315.524491162766935,-2522668.681436838582158
"3761",-190413.444643226161133,-2522526.497308758087456
"3762",-190511.622295627370477,-2522382.922456853557378
"3763",-190610.612556003383361,-2522238.429443023633212
"3764",-190711.065950992109720,-2522093.535548328422010
"3765",-190813.744860113278264,-2521948.891103698406368
"3766",-190919.419291208294453,-2521805.078519459348172
"3767",-191028.879053700366057,-2521662.751167892944068
"3768",-191142.839244823553599,-2521522.506274015642703
"3769",-191261.985312207194511,-2521385.037663729395717
"3770",-191386.850956753129140,-2521250.907004461158067
"3771",-191517.835307766625192,-2521120.696104645263404
"3772",-191655.152288200100884,-2520994.802197501994669
"3773",-191798.900030390446773,-2520873.608269363641739
"3774",-191948.970417401986197,-2520757.256823290605098
"3775",-192105.158028164878488,-2520645.733693756628782
"3776",-192267.052449346258072,-2520538.819758444558829
"3777",-192434.229720305360388,-2520436.115730246994644
"3778",-192606.108113292866619,-2520337.047729609534144
"3779",-192782.108335802389774,-2520240.819666927680373
"3780",-192961.427178417885443,-2520146.569488433655351
"3781",-193143.377818146429490,-2520053.345001706853509
"3782",-193327.179830929584568,-2519960.239481926895678
"3783",-193512.057640479935799,-2519866.402769227512181
"3784",-193697.224001001915894,-2519771.155772536993027
"3785",-193882.001899044727907,-2519673.973640494514257
"3786",-194065.540475854533724,-2519574.594650591257960
"3787",-194247.359258346259594,-2519472.952070304192603
"3788",-194426.718374589894665,-2519369.220592460595071
"3789",-194603.345545050106011,-2519263.824634514283389
"3790",-194776.843409474153304,-2519157.428853698074818
"3791",-194947.158029270620318,-2519050.870673987548798
"3792",-195114.336530414700974,-2518945.199346240144223
"3793",-195278.612389680347405,-2518841.766525797080249
"3794",-195440.322404929262120,-2518741.920858705881983
"3795",-195599.885302793554729,-2518647.233785718679428
"3796",-195757.714436310780002,-2518559.253960116300732
"3797",-195914.122192016278859,-2518479.406868781894445
"3798",-196069.259256083052605,-2518409.137560856994241
"3799",-196223.094439437350957,-2518349.526542725507170
"3800",-196375.096993291022955,-2518301.376206234097481
"3801",-196524.785150724579580,-2518265.174966597463936
"3802",-196671.323273721296573,-2518241.149646033998579
"3803",-196813.889722959138453,-2518229.149801215622574
"3804",-196951.611857621581294,-2518228.972087981179357
"3805",-197083.804129949043272,-2518239.952935586683452
"3806",-197209.871092743705958,-2518261.475676120724529
"3807",-197329.654547131562140,-2518292.345961645245552
"3808",-197443.310143760871142,-2518331.193762858863920
"3809",-197551.541442906163866,-2518375.608477032277733
"3810",-197655.431807175395079,-2518422.414288496132940
"3811",-197756.444534559734166,-2518467.264607376419008
"3812",-197855.947178469767096,-2518505.948011169675738
"3813",-197955.041853846400045,-2518534.859495176468045
"3814",-198054.135326888645068,-2518551.995273887179792
"3815",-198153.216065502609126,-2518556.563848836347461
"3816",-198251.739655856508762,-2518548.777274118736386
"3817",-198348.948866411665222,-2518529.232194154057652
"3818",-198443.864438886754215,-2518498.656729630194604
"3819",-198535.529383000015514,-2518457.742006528191268
"3820",-198622.966915119468467,-2518407.113188178278506
"3821",-198705.420101143623469,-2518347.403520378749818
"3822",-198782.372734036471229,-2518279.247518399264663
"3823",-198853.769925240514567,-2518203.383156671654433
"3824",-198920.026499756233534,-2518120.622370465658605
"3825",-198981.987921007093973,-2518031.805130258202553
"3826",-199040.964294679812156,-2517937.759949547704309
"3827",-199098.156290892860852,-2517839.080425993073732
"3828",-199154.957646961731371,-2517736.347707974258810
"3829",-199212.357508313696599,-2517629.895590453874320
"3830",-199271.151416683162097,-2517519.959039504639804
"3831",-199331.812286365748150,-2517406.664923699107021
"3832",-199394.667351437092293,-2517290.137260113842785
"3833",-199459.695226344716502,-2517170.386047805659473
"3834",-199526.879149055166636,-2517047.526455218438059
"3835",-199596.083672903623665,-2516921.654375374782830
"3836",-199667.023753722256515,-2516792.850502431392670
"3837",-199739.401412351231556,-2516661.325878280680627
"3838",-199813.127289879223099,-2516527.294691415037960
"3839",-199887.846359374030726,-2516390.937194387894124
"3840",-199963.423266981262714,-2516252.510760854929686
"3841",-200039.708290621056221,-2516112.392808785662055
"3842",-200116.666871541558066,-2515970.831848392728716
"3843",-200194.344862733967602,-2515828.310096672736108
"3844",-200272.848727728531230,-2515685.164236823562533
"3845",-200352.360660543316044,-2515541.782887086737901
"3846",-200433.103744039050071,-2515398.525574634317309
"3847",-200515.414108327124268,-2515255.838360094930977
"3848",-200599.664796543889679,-2515114.070082633290440
"3849",-200686.260334410268115,-2514973.619403903372586
"3850",-200775.652026659634430,-2514834.842938223853707
"3851",-200868.296869172627339,-2514698.151094012893736
"3852",-200964.610124070604797,-2514563.866786588914692
"3853",-201064.986833963950630,-2514432.305710164364427
"3854",-201169.686781993776094,-2514303.717759706545621
"3855",-201278.958387686870992,-2514178.369993686210364
"3856",-201392.968017961597070,-2514056.408043282572180
"3857",-201511.762150575814303,-2513937.960508580319583
"3858",-201635.350403788499534,-2513823.061058185994625
"3859",-201763.612580658809748,-2513711.659740315284580
"3860",-201896.380475077428855,-2513603.607145735062659
"3861",-202033.371226676390506,-2513498.631326904986054
"3862",-202174.284229453100124,-2513396.428018124774098
"3863",-202318.737692125345347,-2513296.584326842799783
"3864",-202466.385923722817097,-2513198.722814203705639
"3865",-202616.851337588857859,-2513102.375302117783576
"3866",-202769.534905571141280,-2513007.085555602330714
"3867",-202924.043097327114083,-2512912.400096227880567
"3868",-203079.932463591161650,-2512817.979670577682555
"3869",-203236.736674738320289,-2512723.435133300721645
"3870",-203393.963210098387208,-2512628.438672068528831
"3871",-203551.232671069999924,-2512532.789259019307792
"3872",-203707.969267485663295,-2512436.235032328870147
"3873",-203863.812140085501596,-2512338.541883334051818
"3874",-204018.362335537909530,-2512239.546775720082223
"3875",-204171.237303875270300,-2512138.996042790822685
"3876",-204322.012364893977065,-2512036.699274509679526
"3877",-204470.371273684781045,-2511932.400782534386963
"3878",-204615.916603579244111,-2511825.853976215235889
"3879",-204758.303945536550600,-2511716.734512731898576
"3880",-204897.219832924194634,-2511604.774351583328098
"3881",-205032.280286125140265,-2511489.614242854528129
"3882",-205163.166930410574423,-2511370.917348206508905
"3883",-205289.506375679920893,-2511248.463869471568614
"3884",-205410.945294422068400,-2511121.935300203971565
"3885",-205527.124540146440268,-2510991.105893493164331
"3886",-205637.784011084935628,-2510855.860850827302784
"3887",-205742.706578019104199,-2510716.126429114490747
"3888",-205841.644738975795917,-2510571.937478354200721
"3889",-205934.609434848360252,-2510423.396484860684723
"3890",-206021.780934015405364,-2510270.722160611767322
"3891",-206103.469314563611988,-2510114.188380096573383
"3892",-206180.261567798181204,-2509954.163849988020957
"3893",-206252.906414494791534,-2509791.065313904080540
"3894",-206322.436716052936390,-2509625.369991117157042
"3895",-206389.991496903210646,-2509457.650065147317946
"3896",-206456.926568302849773,-2509288.461769989691675
"3897",-206524.587924844119698,-2509118.597316980361938
"3898",-206594.456398336013081,-2508948.664919335860759
"3899",-206667.786184476077324,-2508779.559336140286177
"3900",-206745.723073806584580,-2508612.013314010575414
"3901",-206829.238953589519951,-2508446.925346930511296
"3902",-206919.061599753942573,-2508285.058445975184441
"3903",-207015.703903856308898,-2508127.433591189328581
"3904",-207119.442071741475957,-2507974.834464143961668
"3905",-207230.326627219299553,-2507828.026442576665431
"3906",-207348.051863415283151,-2507687.686989382375032
"3907",-207472.334985476190923,-2507554.471530744805932
"3908",-207602.594923708180431,-2507428.818512863945216
"3909",-207738.200004056008765,-2507311.028081540483981
"3910",-207878.404525083926274,-2507201.261532525531948
"3911",-208022.435728338779882,-2507099.450841699261218
"3912",-208169.465843242767733,-2507005.346455582883209
"3913",-208318.736315214016940,-2506918.567671251017600
"3914",-208469.483000783249736,-2506838.565647974144667
"3915",-208621.107593552093022,-2506764.693963682278991
"3916",-208772.886543661181349,-2506696.268621266353875
"3917",-208924.441021525184624,-2506632.487045304384083
"3918",-209075.287479302380234,-2506572.755922910291702
"3919",-209225.178093714814167,-2506516.499775012489408
"3920",-209373.864908540097531,-2506463.253002791665494
"3921",-209521.235337300866377,-2506412.678964511025697
"3922",-209667.216236159496475,-2506364.707577863708138
"3923",-209811.852008504531113,-2506319.413379114586860
"3924",-209955.114663028391078,-2506277.008078019600362
"3925",-210097.135392286465503,-2506237.878786184825003
"3926",-210237.906093704485102,-2506202.566897462587804
"3927",-210377.584207508247346,-2506171.565381953958422
"3928",-210516.074130001361482,-2506145.582754668779671
"3929",-210653.421058740350418,-2506125.292343587614596
"3930",-210789.430422762350645,-2506111.342175195459276
"3931",-210923.953882978647016,-2506104.315462400205433
"3932",-211056.648548786761239,-2506104.689513572957367
"3933",-211187.218141547520645,-2506112.816780357621610
"3934",-211315.113916666421574,-2506128.960430576000363
"3935",-211439.961146271962207,-2506153.115820058621466
"3936",-211561.277691362600308,-2506185.357260736171156
"3937",-211678.735858013358666,-2506225.446912284474820
"3938",-211792.014017646171851,-2506273.205609740689397
"3939",-211901.093405550520401,-2506328.155406033620238
"3940",-212006.111769990238827,-2506389.778651145752519
"3941",-212107.667456458468223,-2506457.171897896565497
"3942",-212206.575861778517719,-2506529.347103254869580
"3943",-212304.133248682366684,-2506604.899931376334280
"3944",-212401.801944406004623,-2506682.248593826312572
"3945",-212501.208285602275282,-2506759.800662113353610
"3946",-212603.783111278899014,-2506836.059048367664218
"3947",-212710.799783066788223,-2506909.720607866067439
"3948",-212823.140912883041892,-2506979.730438173282892
"3949",-212941.462190436810488,-2507045.245557026006281
"3950",-213066.055487180274213,-2507105.558651330880821
"3951",-213197.067468525725417,-2507160.079757032450289
"3952",-213334.398413109360263,-2507208.365129103884101
"3953",-213477.878585090511478,-2507249.915541316848248
"3954",-213627.163360762235243,-2507284.374550981447101
"3955",-213781.979905933258124,-2507311.405251336749643
"3956",-213941.765079574775882,-2507330.694118971470743
"3957",-214106.171207475912524,-2507342.064668149687350
"3958",-214274.702061097807018,-2507345.425004369579256
"3959",-214447.020032224507304,-2507340.684723253361881
"3960",-214622.518130304815713,-2507327.954916515853256
"3961",-214800.915561847999925,-2507307.326499187387526
"3962",-214981.848398781789001,-2507279.118405045010149
"3963",-215165.142409283143934,-2507243.764386962633580
"3964",-215350.525348556926474,-2507201.849269075784832
"3965",-215538.060685421864036,-2507154.126186130102724
"3966",-215727.629440463264473,-2507101.419463087804615
"3967",-215919.454425007541431,-2507044.773616284597665
"3968",-216113.688483237114269,-2506985.303206864744425
"3969",-216310.618789496540558,-2506924.239633581601083
"3970",-216510.410081015783362,-2506862.843477653805166
"3971",-216713.329434773593675,-2506802.393590510822833
"3972",-216919.426376048446400,-2506744.109550314489752
"3973",-217128.801848641800461,-2506689.166618116199970
"3974",-217341.261568867543247,-2506638.509479905944318
"3975",-217556.704718512366526,-2506593.059555785264820
"3976",-217774.533025332173565,-2506553.493837190326303
"3977",-217994.362698403187096,-2506520.411497307475656
"3978",-218215.520555246446747,-2506494.110453087370843
"3979",-218437.404700757120736,-2506474.852230943273753
"3980",-218659.047988483682275,-2506462.603946580085903
"3981",-218879.766569644445553,-2506457.249551991000772
"3982",-219098.606826563773211,-2506458.458041642326862
"3983",-219314.865986054268433,-2506465.780567120760679
"3984",-219527.595496516791172,-2506478.660615917760879
"3985",-219736.150576559797628,-2506496.379880897700787
"3986",-219939.773512200452387,-2506518.212638819124550
"3987",-220137.968737936869729,-2506543.326326389797032
"3988",-220330.078593776444905,-2506570.903046557214111
"3989",-220515.796124359534588,-2506600.030778962187469
"3990",-220694.823603128490504,-2506629.874729831237346
"3991",-220866.812856808595825,-2506659.589511222671717
"3992",-221031.761048359679990,-2506688.445160385221243
"3993",-221189.642838127794676,-2506715.719209556467831
"3994",-221340.513186346215662,-2506740.823212422896177
"3995",-221484.571827110543381,-2506763.248155255336314
"3996",-221622.071049949270673,-2506782.641464409884065
"3997",-221753.303457777248695,-2506798.840081170666963
"3998",-221878.628616579051595,-2506811.791158192791045
"3999",-221998.473619193944614,-2506821.711625611875206
"4000",-222113.353246425598627,-2506828.919831531122327
"4001",-222223.763209248019848,-2506833.986447446513921
"4002",-222330.268017286027316,-2506837.716372871771455
"4003",-222433.442305818549357,-2506841.043446531984955
"4004",-222533.837576674763113,-2506844.961274872533977
"4005",-222631.993828095204663,-2506850.439848985522985
"4006",-222728.362613690493163,-2506858.422284670174122
"4007",-222823.292033601377625,-2506869.621495571453124
"4008",-222917.058815314318053,-2506884.582458114251494
"4009",-223009.886943418940064,-2506903.636929992120713
"4010",-223101.930685577506665,-2506926.959584178868681
"4011",-223193.334400711522903,-2506954.558679386042058
"4012",-223284.212192488717847,-2506986.332677690777928
"4013",-223374.730918233282864,-2507022.043218321166933
"4014",-223465.079642331402283,-2507061.306946219876409
"4015",-223555.474887815944385,-2507103.755473793484271
"4016",-223646.133033574849833,-2507148.959757259115577
"4017",-223737.373197463573888,-2507196.348283363506198
"4018",-223829.465597616101149,-2507245.340274397283792
"4019",-223922.694353857019451,-2507295.398525800090283
"4020",-224017.336596191045828,-2507345.920567878987640
"4021",-224113.640069272194523,-2507396.359216178301722
"4022",-224211.773718436917989,-2507446.160784928593785
"4023",-224311.849922018096549,-2507494.860569276381284
"4024",-224413.975224631547462,-2507541.911496301181614
"4025",-224518.125134933157824,-2507586.922902251593769
"4026",-224624.234474862576462,-2507629.453932602424175
"4027",-224732.166466716735158,-2507669.197720275260508
"4028",-224841.743242359458236,-2507705.774440419394523
"4029",-224952.696591259271372,-2507738.894617205485702
"4030",-225064.786308667215053,-2507768.252903013955802
"4031",-225177.635103433392942,-2507793.655622316524386
"4032",-225290.908723367028870,-2507814.799130144994706
"4033",-225404.185613018111326,-2507831.470857089385390
"4034",-225517.037361864931881,-2507843.445169916376472
"4035",-225629.000728634069674,-2507850.456708514597267
"4036",-225739.587301481951727,-2507852.278053804300725
"4037",-225848.283644306648057,-2507848.687299215700477
"4038",-225954.553966384904925,-2507839.479316256474704
"4039",-226057.841872530232649,-2507824.460910539608449
"4040",-226157.567585551179945,-2507803.452311519067734
"4041",-226253.111742959416006,-2507776.315572806168348
"4042",-226343.837399500247557,-2507742.975894445553422
"4043",-226429.091488359466894,-2507703.424341994337738
"4044",-226508.181966949021444,-2507657.731975323520601
"4045",-226580.394890459545422,-2507606.086901705246419
"4046",-226645.059230692742858,-2507548.844488046132028
"4047",-226701.518431618460454,-2507486.512519114650786
"4048",-226749.192844988487195,-2507419.781026168260723
"4049",-226787.602951283508446,-2507349.523069793358445
"4050",-226816.447057475568727,-2507276.783260073512793
"4051",-226835.555358703481033,-2507202.650083436630666
"4052",-226844.989908895688131,-2507128.341723297722638
"4053",-226844.997000740084331,-2507055.029448557645082
"4054",-226835.995787242369261,-2506983.802452551200986
"4055",-226818.531783996440936,-2506915.655289663467556
"4056",-226793.276991152437404,-2506851.459357390180230
"4057",-226761.011465982883237,-2506791.840991746168584
"4058",-226722.553885509492829,-2506737.215406126342714
"4059",-226678.751669601595495,-2506687.787327284924686
"4060",-226630.467231593560427,-2506643.493516239337623
"4061",-226578.485840142879169,-2506604.087478277273476
"4062",-226523.553830088174436,-2506569.088172064628452
"4063",-226466.378296374168713,-2506537.834370440337807
"4064",-226407.576844532391988,-2506509.549289456102997
"4065",-226347.691206786024850,-2506483.393934460356832
"4066",-226287.178452626394574,-2506458.532455184962600
"4067",-226226.430741205287632,-2506434.195442910306156
"4068",-226165.752803271054290,-2506409.741683782078326
"4069",-226105.429318359470926,-2506384.596344534307718
"4070",-226045.643868343264330,-2506358.415743125602603
"4071",-225986.610638954181923,-2506330.868509610649198
"4072",-225928.515075414412422,-2506301.735893003642559
"4073",-225871.510441673977766,-2506270.899217330850661
"4074",-225815.786613994219806,-2506238.192405718844384
"4075",-225761.571575579291675,-2506203.441281513310969
"4076",-225709.145426513801794,-2506166.406715462449938
"4077",-225658.894600286614150,-2506126.761218439321965
"4078",-225611.298779792268761,-2506084.140026251319796
"4079",-225566.966854746453464,-2506038.144788499921560
"4080",-225526.647070076374803,-2505988.377170089166611
"4081",-225491.173542634467594,-2505934.563739948906004
"4082",-225461.378939164453186,-2505876.695867322385311
"4083",-225438.076620879815891,-2505814.981377101503313
"4084",-225421.962976483948296,-2505749.932862232439220
"4085",-225413.601679229352158,-2505682.299359174910933
"4086",-225413.426431719562970,-2505613.003659776411951
"4087",-225421.715720398235135,-2505543.145591026637703
"4088",-225438.638729268277530,-2505473.831040892750025
"4089",-225464.212657506432151,-2505406.137684382498264
"4090",-225498.224405999499140,-2505341.064513390418142
"4091",-225540.284760215552524,-2505279.330706910695881
"4092",-225589.771231683553196,-2505221.282261547632515
"4093",-225645.911938575387467,-2505166.878448580857366
"4094",-225707.933466264221352,-2505115.791419752407819
"4095",-225775.014947864052374,-2505067.366183516103774
"4096",-225846.408789775450714,-2505020.845192872919142
"4097",-225921.505551480280701,-2504975.497388483956456
"4098",-225999.749293758708518,-2504930.611710415687412
"4099",-226080.678197932720650,-2504885.600564648397267
"4100",-226163.969729786505923,-2504840.075693551450968
"4101",-226249.310874106769916,-2504793.739149292930961
"4102",-226336.476385889342055,-2504746.458652966190130
"4103",-226425.282731917861383,-2504698.216748845763505
"4104",-226515.589574746321887,-2504649.102160496171564
"4105",-226607.370094895653892,-2504599.373987922444940
"4106",-226700.583176476735389,-2504549.326001575216651
"4107",-226795.222480016644113,-2504499.330888570286334
"4108",-226891.328710012661759,-2504449.847468627151102
"4109",-226988.936333233257756,-2504401.363588715437800
"4110",-227088.074880817031953,-2504354.394933200906962
"4111",-227188.703858476830646,-2504309.415228995494545
"4112",-227290.743777426774614,-2504266.879126577172428
"4113",-227394.087865414505359,-2504227.212514797691256
"4114",-227498.501282230950892,-2504190.709222711157054
"4115",-227603.766045056632720,-2504157.665110569447279
"4116",-227709.534554372832645,-2504128.191268600989133
"4117",-227815.448891464679036,-2504102.342516406439245
"4118",-227921.135942953405902,-2504080.101787233725190
"4119",-228026.183611756190658,-2504061.303449188824743
"4120",-228130.181088976969477,-2504045.676203503273427
"4121",-228232.747835661866702,-2504032.869362520053983
"4122",-228333.522755456040613,-2504022.387494997121394
"4123",-228432.181014926871285,-2504013.582520752213895
"4124",-228528.414013365138089,-2504005.609942133538425
"4125",-228621.981727731297724,-2503997.449800208676606
"4126",-228712.595061398053076,-2503987.813235581386834
"4127",-228799.923270542756654,-2503975.198212317656726
"4128",-228883.516066456679255,-2503958.005490272771567
"4129",-228962.850712850020500,-2503934.681681433692575
"4130",-229037.216604345419910,-2503904.055886289570481
"4131",-229105.824501769151539,-2503865.468326469883323
"4132",-229167.843167438928504,-2503818.884208612143993
"4133",-229222.540425663173664,-2503764.947454986162484
"4134",-229269.222222192911431,-2503704.675455182325095
"4135",-229307.374029624363175,-2503639.409095214214176
"4136",-229336.613984619267285,-2503570.529548588674515
"4137",-229356.713847342005465,-2503499.377756271511316
"4138",-229367.621472820057534,-2503427.241456385236233
"4139",-229369.595536591776181,-2503355.189245920628309
"4140",-229363.238327626779210,-2503284.029808193445206
"4141",-229349.438729034853168,-2503214.301357169635594
"4142",-229329.294024881557561,-2503146.158519265707582
"4143",-229303.900239209935535,-2503079.500225103925914
"4144",-229274.187925713486038,-2503014.115105772856623
"4145",-229240.834676298953127,-2502949.766754058189690
"4146",-229204.233639189682435,-2502886.315859961323440
"4147",-229164.548825584235601,-2502823.766238310839981
"4148",-229121.785542096302379,-2502762.238427343312651
"4149",-229075.847856702224817,-2502701.984992644749582
