vertex_ind,xcoord,ycoord
"1318",6364.151650449828594,-2545301.406997326295823
"1319",6419.619380661489231,-2545397.983532278798521
"1320",6472.268796149175614,-2545495.647768329828978
"1321",6522.443694585599587,-2545594.134026786778122
"1322",6570.626260210468899,-2545693.211446517612785
"1323",6617.329509391493048,-2545792.627331466879696
"1324",6663.175061424743035,-2545892.137124474160373
"1325",6708.752284204019816,-2545991.427046672906727
"1326",6754.811571757512866,-2546090.242766776122153
"1327",6801.851434214928304,-2546188.318797644227743
"1328",6850.492504214955261,-2546285.426067629829049
"1329",6901.118808912578970,-2546381.290189902298152
"1330",6954.093950447583666,-2546475.718522256705910
"1331",7009.618979939870769,-2546568.550338682718575
"1332",7067.811110358030419,-2546659.626349227037281
"1333",7128.694580666051479,-2546748.840409087948501
"1334",7192.214128375431756,-2546836.143106293864548
"1335",7258.221982462986489,-2546921.530373123940080
"1336",7326.537388386961538,-2547005.057259990833700
"1337",7396.908313403517241,-2547086.842250967863947
"1338",7469.108833336546923,-2547167.020751445088536
"1339",7542.818205756381758,-2547245.836777426302433
"1340",7617.812365842211875,-2547323.492883736267686
"1341",7693.827374529209919,-2547400.245467283297330
"1342",7770.644622590391918,-2547476.348007619846612
"1343",7848.020558607749990,-2547552.100980572868139
"1344",7925.787930088321446,-2547627.753253972157836
"1345",8003.783880105213029,-2547703.560474364552647
"1346",8081.908159333572257,-2547779.741094533354044
"1347",8160.052194241069628,-2547856.517825440037996
"1348",8238.166653061489342,-2547934.070816998369992
"1349",8316.218477700254880,-2548012.564923031255603
"1350",8394.224052656340064,-2548092.124771594069898
"1351",8472.217520009173313,-2548172.856937469914556
"1352",8550.283513215443236,-2548254.824083338957280
"1353",8628.525771748973057,-2548338.067882969044149
"1354",8707.140725251083495,-2548422.553650875110179
"1355",8786.272778198763262,-2548508.270945334807038
"1356",8866.157043201470515,-2548595.128159562591463
"1357",8947.016334656203981,-2548683.025683057028800
"1358",9029.158544642225024,-2548771.777477188967168
"1359",9112.807633620119304,-2548861.234785545617342
"1360",9198.256248046774999,-2548951.166051828768104
"1361",9285.757473913923604,-2549041.340947568882257
"1362",9375.552985680726124,-2549131.498699896968901
"1363",9467.827933522290550,-2549221.395675675943494
"1364",9562.744534485507756,-2549310.814889211207628
"1365",9660.421275978151243,-2549399.429884318728000
"1366",9760.894107945699943,-2549487.083837006241083
"1367",9864.150531503793900,-2549573.608318330254406
"1368",9970.142535059218062,-2549658.873247577808797
"1369",10078.751277992225369,-2549742.873255113605410
"1370",10189.714413879803033,-2549825.651371365413070
"1371",10302.797346552280942,-2549907.393102806992829
"1372",10417.704002046375535,-2549988.340094808489084
"1373",10534.058538099212456,-2550068.880300328135490
"1374",10651.454226562971598,-2550149.467582561075687
"1375",10769.430801610898925,-2550230.699026444926858
"1376",10887.501367226199363,-2550313.125242072157562
"1377",11005.185906224929568,-2550397.404509205371141
"1378",11121.897241722093895,-2550484.133100345730782
"1379",11237.121097906883733,-2550573.912460184656084
"1380",11350.356125867301671,-2550667.205530288163573
"1381",11461.125284225097857,-2550764.403269697912037
"1382",11568.948102702866890,-2550865.767677902244031
"1383",11673.446060056478018,-2550971.443040325306356
"1384",11774.319255670301573,-2551081.456635008566082
"1385",11871.321873143591802,-2551195.684523711446673
"1386",11964.331789603718789,-2551313.948208720423281
"1387",12053.325586798862787,-2551435.966355481650680
"1388",12138.415360245677221,-2551561.392055551055819
"1389",12219.818160681781592,-2551689.823874362278730
"1390",12297.890937248637783,-2551820.828885797411203
"1391",12373.065823774872115,-2551953.959496936760843
"1392",12445.921581155649619,-2552088.794437263626605
"1393",12517.082277614463237,-2552224.754192306660116
"1394",12587.258883858579793,-2552361.445227264426649
"1395",12657.155421241332078,-2552498.382899228483438
"1396",12727.541437612249865,-2552635.183301680255681
"1397",12799.131710325149470,-2552771.302093065343797
"1398",12872.627978721880936,-2552906.375377064105123
"1399",12948.625468727113912,-2553040.012615919113159
"1400",13027.683276227631723,-2553171.829524924047291
"1401",13110.182945763895987,-2553301.518554563634098
"1402",13196.482501904147284,-2553428.744280680548400
"1403",13286.747895306514692,-2553553.252917967736721
"1404",13381.090718550301972,-2553674.829746738076210
"1405",13479.453695965828956,-2553793.346869231201708
"1406",13581.709888726632926,-2553908.741765639279038
"1407",13687.609444259840529,-2554021.000218847766519
"1408",13796.884311817557318,-2554130.181552636902779
"1409",13909.121227443276439,-2554236.486846782267094
"1410",14023.921557510855564,-2554340.135164594277740
"1411",14140.844775013116305,-2554441.361785090994090
"1412",14259.449192814194248,-2554540.477161933202296
"1413",14379.345603056339314,-2554637.801880777347833
"1414",14500.020391829966684,-2554733.646573683712631
"1415",14621.143162303123972,-2554828.302951205521822
"1416",14742.376657114555201,-2554921.994069123640656
"1417",14863.468793284104322,-2555014.977632903959602
"1418",14984.139594757914892,-2555107.403753296937793
"1419",15104.283833582332591,-2555199.388585175853223
"1420",15223.844104233474354,-2555290.960415249224752
"1421",15342.826524011616129,-2555382.138690666295588
"1422",15461.318715770990821,-2555472.874100783374161
"1423",15579.458351945693721,-2555563.070676281116903
"1424",15697.484953107397814,-2555652.567992805968970
"1425",15815.631495425812318,-2555741.254638357553631
"1426",15934.169988392372034,-2555828.953810213133693
"1427",16053.367328166787047,-2555915.546866199467331
"1428",16173.478304963951814,-2556000.888884335290641
"1429",16294.741289032986970,-2556084.907200016081333
"1430",16417.288146327220602,-2556167.548705351073295
"1431",16541.222071767988382,-2556248.875048805028200
"1432",16666.628527682856657,-2556328.900494426954538
"1433",16793.502539235661970,-2556407.780595092102885
"1434",16921.739641984619084,-2556485.668464973103255
"1435",17051.196145814086776,-2556562.842283756937832
"1436",17181.719428638083627,-2556639.505153831560165
"1437",17313.099439347468433,-2556715.960471578408033
"1438",17445.029476882817107,-2556792.492117498070002
"1439",17577.288063597225118,-2556869.424357606098056
"1440",17709.486635175228002,-2556946.983328260015696
"1441",17841.350565707834903,-2557025.461545162368566
"1442",17972.580109514645301,-2557105.047791976016015
"1443",18102.893220573401777,-2557185.942995672579855
"1444",18231.979910716603626,-2557268.259366443380713
"1445",18359.626101141111576,-2557352.109851828310639
"1446",18485.611385622469243,-2557437.496601588092744
"1447",18609.823107627511490,-2557524.368962201755494
"1448",18732.139695429475978,-2557612.638952779117972
"1449",18852.519783347539487,-2557702.217235376592726
"1450",18971.002706808998482,-2557792.902399483602494
"1451",19087.646742249489762,-2557884.526602544356138
"1452",19202.579097119465587,-2557976.836661639623344
"1453",19315.935547822315129,-2558069.687582600861788
"1454",19427.881340956970234,-2558162.833493701647967
"1455",19538.571576258953428,-2558256.146154058165848
"1456",19648.236681560112629,-2558349.378847111947834
"1457",19757.027510465515661,-2558442.449192367494106
"1458",19865.100031463167397,-2558535.246646495070308
"1459",19972.559693225150113,-2558627.758988158777356
"1460",20079.491777622461086,-2558719.984785608015954
"1461",20185.929185477099963,-2558812.033871930092573
"1462",20291.914891286956845,-2558903.974604270420969
"1463",20397.404276058790856,-2558995.996230966877192
"1464",20502.319645351191866,-2559088.312748385593295
"1465",20606.604766725620721,-2559181.188251901417971
"1466",20710.160466709116008,-2559274.863051704131067
"1467",20812.915277413791046,-2559369.615474613849074
"1468",20914.828398085708614,-2559465.672095100861043
"1469",21015.871279713057447,-2559563.272329249884933
"1470",21116.085565274654073,-2559662.582175889052451
"1471",21215.567036628315691,-2559763.731689773499966
"1472",21314.505686226664693,-2559866.763077160343528
"1473",21413.145891096017294,-2559971.693347404245287
"1474",21511.851921119698090,-2560078.430419125128537
"1475",21611.030548410984920,-2560186.848220696207136
"1476",21711.184936896068393,-2560296.724193400237709
"1477",21812.851241119380575,-2560407.822173164691776
"1478",21916.577662813258939,-2560519.835321638267487
"1479",22022.890259383726516,-2560632.413176004774868
"1480",22132.326738245057641,-2560745.234483404550701
"1481",22245.299666765495203,-2560857.947653139941394
"1482",22362.179981846144074,-2560970.225257392972708
"1483",22483.197308711169171,-2561081.825520600657910
"1484",22608.509047811035998,-2561192.460789691191167
"1485",22738.051811697587254,-2561302.066169637721032
"1486",22871.728212916350458,-2561410.567968846764416
"1487",23009.273126761283493,-2561517.985211231280118
"1488",23150.307015517973923,-2561624.510655806865543
"1489",23294.368227028913680,-2561730.332613355014473
"1490",23440.916676077074953,-2561835.773505853954703
"1491",23589.335294847929617,-2561941.211612286977470
"1492",23738.909745331504382,-2562047.056883932091296
"1493",23889.052004377255798,-2562153.732896390836686
"1494",24038.840298615206848,-2562261.634532103780657
"1495",24187.705730638961541,-2562371.099086218979210
"1496",24334.941774779144907,-2562482.421785102691501
"1497",24479.957526305661304,-2562595.816364817321301
"1498",24622.137143410363933,-2562711.445922540035099
"1499",24761.030794302787399,-2562829.370283038821071
"1500",24896.174880805527209,-2562949.684129625558853
"1501",25027.241997331249877,-2563072.216777452733368
"1502",25153.985913265485578,-2563196.988673720508814
"1503",25276.208866052082158,-2563323.888589017093182
"1504",25393.770620119845262,-2563452.891003876924515
"1505",25506.594510496550356,-2563583.892329461406916
"1506",25614.614371849602321,-2563716.899479356128722
"1507",25717.816037276323186,-2563851.880658953450620
"1508",25816.154724208696280,-2563988.883101321291178
"1509",25909.612810269947659,-2564127.922772454097867
"1510",25998.127850612814655,-2564269.083845878485590
"1511",26081.598713362371200,-2564412.413669819943607
"1512",26159.952402836439433,-2564557.997896988876164
"1513",26232.998471484723268,-2564705.812910681124777
"1514",26300.563418552279472,-2564855.890855330508202
"1515",26362.415548606120865,-2565008.155499815009534
"1516",26418.320852958058822,-2565162.517841552849859
"1517",26467.981231100537116,-2565318.789160314481705
"1518",26511.125121072065667,-2565476.806269248947501
"1519",26547.440778128613601,-2565636.163494230248034
"1520",26576.642701340202620,-2565796.593998540658504
"1521",26598.427021116818651,-2565957.588070131372660
"1522",26612.539256731062778,-2566118.795949102379382
"1523",26618.734999623426120,-2566279.457825605291873
"1524",26616.836349186138250,-2566439.131770403590053
"1525",26606.704966132965637,-2566597.113558619283140
"1526",26588.376019709641696,-2566752.836326295975596
"1527",26561.848360502190189,-2566905.633702004794031
"1528",26527.334203467005864,-2567055.016959085594863
"1529",26485.029269277889398,-2567200.364221692085266
"1530",26435.363453102239873,-2567341.379544498398900
"1531",26378.751834812137531,-2567477.781570726539940
"1532",26315.961646948344423,-2567609.632463674526662
"1533",26247.655129964303342,-2567737.100086090620607
"1534",26174.963914505249704,-2567860.804429183714092
"1535",26099.128568767686374,-2567981.518899541348219
"1536",26021.774499088278390,-2568100.476647865027189
"1537",25944.601103778099059,-2568218.964148036204278
"1538",25869.502704077327508,-2568338.437540155369788
"1539",25798.143301428310224,-2568460.116345321293920
"1540",25732.056212709532701,-2568585.112357574049383
"1541",25672.412082300419570,-2568714.054097614251077
"1542",25620.209922292662668,-2568847.395518331788480
"1543",25576.099246990939719,-2568985.172743043396622
"1544",25540.643149981435272,-2569127.287612618878484
"1545",25514.137659917410929,-2569273.359929672442377
"1546",25496.852170296842814,-2569422.995474284514785
"1547",25488.839040972365183,-2569575.624780593905598
"1548",25490.080325617411290,-2569730.779818774200976
"1549",25500.352607081353199,-2569887.864216136746109
"1550",25519.341430742351804,-2570046.577202813699841
"1551",25546.600806602495140,-2570206.308491410687566
"1552",25581.587645042876829,-2570366.867647796403617
"1553",25623.602329605953855,-2570527.971617159899324
"1554",25672.006853881626739,-2570689.490505899302661
"1555",25726.068227221767302,-2570851.310318517033011
"1556",25785.077637234193389,-2571013.428345092572272
"1557",25848.084504249171005,-2571175.882352703250945
"1558",25914.582920783417649,-2571338.743547075893730
"1559",25983.874886767138378,-2571501.942238531075418
"1560",26055.378212312716641,-2571665.632911348249763
"1561",26128.432482940606860,-2571829.843554337508976
"1562",26202.598795813140896,-2571994.697890762705356
"1563",26277.356074708033702,-2572160.223825511522591
"1564",26352.284094183229172,-2572326.543346045073122
"1565",26426.988149174983846,-2572493.721371634863317
"1566",26501.154371629614616,-2572661.881607147864997
"1567",26574.500140211093822,-2572831.058742998633534
"1568",26646.840182438812917,-2573001.435309495776892
"1569",26718.030532351593138,-2573173.039974887855351
"1570",26788.053231177182170,-2573346.099299790803343
"1571",26856.996341089936323,-2573520.609025921206921
"1572",26925.087992734246654,-2573696.768131563439965
"1573",26992.666151582801831,-2573874.697977349627763
"1574",27060.369217925515841,-2574054.532567683141679
"1575",27128.993637237261282,-2574236.181751788593829
"1576",27199.535186325243558,-2574419.689443699084222
"1577",27273.137026509095449,-2574604.951802027411759
"1578",27351.157272112250212,-2574791.732966317795217
"1579",27434.964793015737087,-2574979.694472336210310
"1580",27526.017912710987730,-2575168.327382906340063
"1581",27625.682374975396669,-2575356.969066175632179
"1582",27735.173575500361039,-2575544.864704129751772
"1583",27855.529176082884078,-2575731.056894724722952
"1584",27987.545611802110216,-2575914.578139094170183
"1585",28131.733914048905717,-2576094.256273461040109
"1586",28288.418198081650189,-2576269.015987433493137
"1587",28457.548756646971015,-2576437.713254765607417
"1588",28638.851549425919075,-2576599.481708398554474
"1589",28831.757240081104101,-2576753.102224608417600
"1590",29035.562674107073690,-2576897.970187677070498
"1591",29249.408772814873373,-2577033.602221917826682
"1592",29472.099924088706757,-2577159.674176421947777
"1593",29702.593996747207711,-2577276.266240754630417
"1594",29939.661894855045830,-2577383.574573232792318
"1595",30182.367378899522009,-2577482.207013074308634
"1596",30429.158006517111062,-2577572.839211673010141
"1597",30679.206828179318109,-2577656.422550147399306
"1598",30931.545834491324058,-2577733.918066267855465
"1599",31185.404290480684722,-2577806.433624318800867
"1600",31439.990205413647345,-2577875.025511033833027
"1601",31694.779469730696292,-2577940.765473513863981
"1602",31949.252408278000075,-2578004.573750688228756
"1603",32203.117433847917709,-2578067.298272333573550
"1604",32456.010652160006430,-2578129.610725379083306
"1605",32707.809916097510722,-2578192.075225805398077
"1606",32958.337688118597725,-2578255.031849605031312
"1607",33207.575830689369468,-2578318.761451057624072
"1608",33455.393437126462231,-2578383.310815727803856
"1609",33701.806468648312148,-2578448.746586997993290
"1610",33946.731917969722417,-2578514.912683198694140
"1611",34190.212861584514030,-2578581.698948080651462
"1612",34431.983468152422574,-2578648.933172069955617
"1613",34671.994684245422832,-2578716.517612433526665
"1614",34910.017942847349332,-2578784.222678530961275
"1615",35145.919752446847269,-2578851.941392150241882
"1616",35379.240580882891663,-2578919.565108622889966
"1617",35609.803454525725101,-2578987.055008968804032
"1618",35837.064920450255158,-2579054.376735969446599
"1619",36060.726904357099556,-2579121.565902265720069
"1620",36280.304693404425052,-2579188.658809749409556
"1621",36495.433397265907843,-2579255.769336649216712
"1622",36705.599403701635310,-2579322.970262376591563
"1623",36910.468821586211561,-2579390.435932543594390
"1624",37109.579234458404244,-2579458.271590729709715
"1625",37302.658755145865143,-2579526.647382128518075
"1626",37489.313399103659322,-2579595.691717409063131
"1627",37669.307231024708017,-2579665.707696646917611
"1628",37842.415308149284101,-2579736.660947495605797
"1629",38008.562932796907262,-2579808.709985426161438
"1630",38167.559926294634352,-2579881.928472985513508
"1631",38319.426540013613703,-2579956.426732446998358
"1632",38464.148898861385533,-2580032.256807829719037
"1633",38601.832588335513719,-2580109.416764733847231
"1634",38732.603782458536443,-2580187.780686850193888
"1635",38856.670374597117188,-2580267.389613127335906
"1636",38974.291033189583686,-2580348.090201524086297
"1637",39085.802443622247665,-2580429.738266155589372
"1638",39191.590570072403352,-2580512.117300249170512
"1639",39292.098907843363122,-2580595.055589470546693
"1640",39387.813403135645785,-2580678.324453567154706
"1641",39479.255793137868750,-2580761.738407840486616
"1642",39566.974276615801500,-2580845.074571255594492
"1643",39651.505709071148885,-2580928.191934502217919
"1644",39733.387178606193629,-2581010.922397624235600
"1645",39813.112953136791475,-2581093.168600866571069
"1646",39891.154984125983901,-2581174.814577271696180
"1647",39967.899766785296379,-2581255.840292174369097
"1648",40043.702447119489079,-2581336.200688214041293
"1649",40118.834708108552149,-2581415.916932940948755
"1650",40193.556212271898403,-2581494.958991753403097
"1651",40268.001859989613877,-2581573.424954602494836
"1652",40342.315329989884049,-2581651.340667811222374
"1653",40416.574157249458949,-2581728.778863451443613
"1654",40490.877106598505634,-2581805.743987671565264
"1655",40565.219821539700206,-2581882.352878984063864
"1656",40639.662411527155200,-2581958.605813056230545
"1657",40714.170876829972258,-2582034.611990867182612
"1658",40788.763353271075175,-2582110.393859623465687
"1659",40863.420995828855666,-2582186.008768038824201
"1660",40938.160505705003743,-2582261.459843361750245
"1661",41012.948189549191738,-2582336.808805598411709
"1662",41087.799144103904837,-2582412.048901483882219
"1663",41162.679734319230192,-2582487.232613027095795
"1664",41237.606425585850957,-2582562.344918640796095
"1665",41312.547472011487116,-2582637.431019350886345
"1666",41387.485952326635015,-2582712.505289286840707
"1667",41462.505289266133332,-2582787.494710755534470
"1668",41537.494710734419641,-2582862.505289286840707
"1669",41612.505289266133332,-2582937.494710755068809
"1670",41687.494710734390537,-2583012.505289286840707
"1671",41762.505289266133332,-2583087.494710755534470
"1672",41837.494710734419641,-2583162.505289287306368
"1673",41912.505289266133332,-2583237.494710755534470
"1674",41987.494710734419641,-2583312.505289286840707
"1675",42062.505289266133332,-2583387.494710755534470
"1676",42137.494710734419641,-2583462.505289286840707
"1677",42212.505289266133332,-2583537.494710755534470
"1678",42287.494710734419641,-2583612.505289287306368
"1679",42362.505289266133332,-2583687.494710755534470
"1680",42437.494710734419641,-2583762.505289287306368
"1681",42512.505289266133332,-2583837.494710755534470
"1682",42587.494710734419641,-2583912.505289287306368
"1683",42662.505289266162436,-2583987.494710755534470
"1684",42737.494710734419641,-2584062.505289287306368
"1685",42812.505289266162436,-2584137.494710756000131
"1686",42887.494710734448745,-2584212.505289287306368
"1687",42962.505289266162436,-2584287.494710755534470
"1688",43037.494710734448745,-2584362.505289287306368
"1689",43112.505289266162436,-2584437.494710755534470
"1690",43187.494710734448745,-2584512.505289287306368
"1691",43262.505289266191539,-2584587.494710755534470
"1692",43337.494710734448745,-2584662.505289287306368
"1693",43412.505289266191539,-2584737.494710755534470
"1694",43487.494710734477849,-2584812.505289287306368
"1695",43562.505289266191539,-2584887.494710755534470
"1696",43637.494710734477849,-2584962.505289287306368
"1697",43712.505289266191539,-2585037.494710755534470
"1698",43787.494710734477849,-2585112.505289287306368
"1699",43862.505289266191539,-2585187.494710755534470
"1700",43937.494710734477849,-2585262.505289287306368
"1701",44012.505289266213367,-2585337.494710756000131
"1702",44087.494710734477849,-2585412.509668491315097
"1703",44162.505289266213367,-2585487.505461663473397
"1704",44237.563267305158661,-2585562.456668862607330
"1705",44312.598317574782413,-2585637.434716920834035
"1706",44387.648894496713183,-2585712.402645952999592
"1707",44462.711019038462837,-2585787.366395891178399
"1708",44537.795418047506246,-2585862.317838028073311
"1709",44612.899142805210431,-2585937.263242851942778
"1710",44688.033904802796314,-2586012.195205518510193
"1711",44763.197572363904328,-2586087.121214631479234
"1712",44838.417152309979429,-2586162.025479110889137
"1713",44913.681454962395946,-2586236.925013213884085
"1714",44989.004163900019194,-2586311.817149587906897
"1715",45064.384377467780723,-2586386.715859755408019
"1716",45139.834830420688377,-2586461.624372275080532
"1717",45215.352742770148325,-2586536.563842478673905
"1718",45290.962825568996777,-2586611.536065979395062
"1719",45366.649200624800869,-2586686.578927466645837
"1720",45442.433526277818601,-2586761.704794777557254
"1721",45518.296131637602230,-2586836.962620325852185
"1722",45594.239989221459837,-2586912.386639054864645
"1723",45670.250298253187793,-2586988.030550871044397
"1724",45746.324419168304303,-2587063.940697114448994
"1725",45822.441760831679858,-2587140.181426688097417
"1726",45898.594697151085711,-2587216.808536375872791
"1727",45974.758023602320463,-2587293.893086088355631
"1728",46050.920963653901708,-2587371.495507924351841
"1729",46127.055906903799041,-2587449.687863288447261
"1730",46203.180720839169226,-2587528.511214924044907
"1731",46279.249530128654442,-2587608.045166265219450
"1732",46355.285327253994183,-2587688.323272443376482
"1733",46431.248447085512453,-2587769.413528315722942
"1734",46507.140912695162115,-2587851.355061984620988
"1735",46582.949872558718198,-2587934.189805754460394
"1736",46658.683806774570257,-2588017.945214337203652
"1737",46734.335000894832774,-2588102.651155909523368
"1738",46809.931328384191147,-2588188.317655568476766
"1739",46885.458845520377508,-2588274.971029822714627
"1740",46960.934880729517317,-2588362.640160870272666
"1741",47036.356479626454529,-2588451.304756736848503
"1742",47111.741008910219534,-2588540.991331875789911
"1743",47187.083471644975361,-2588631.712782915681601
"1744",47262.413223242634558,-2588723.471710137557238
"1745",47337.712359407152690,-2588816.286183245014399
"1746",47412.993885244053672,-2588910.167358048260212
"1747",47488.245740623780875,-2589005.129141706973314
"1748",47563.476841504205368,-2589101.185298028402030
"1749",47638.669698125406285,-2589198.351082742214203
"1750",47713.827937122478033,-2589296.660380927845836
"1751",47788.927231810332160,-2589396.094166110269725
"1752",47863.964322360916412,-2589496.687960720621049
"1753",47938.906505391452811,-2589598.457313174381852
"1754",48013.742408153528231,-2589701.419265448115766
"1755",48088.430481179515482,-2589805.584988643415272
"1756",48162.951886006841960,-2589910.982968617230654
"1757",48237.258416015465627,-2590017.577914860099554
"1758",48311.327695271917037,-2590125.401209368370473
"1759",48385.110666671578656,-2590234.396453502587974
"1760",48458.588898164147395,-2590344.551855722442269
"1761",48531.721351113214041,-2590455.814076980575919
"1762",48604.503135760736768,-2590568.117476776242256
"1763",48676.910951229852799,-2590681.367382999975234
"1764",48748.962355422860128,-2590795.454679159913212
"1765",48820.659259275722434,-2590910.239170784596354
"1766",48892.046802304350422,-2591025.567212780471891
"1767",48963.154628818578203,-2591141.255940746515989
"1768",49034.054741346699302,-2591257.148702266626060
"1769",49104.800849357285188,-2591372.959706155117601
"1770",49175.484944507727050,-2591488.542340745683759
"1771",49246.175576427063788,-2591603.594291481189430
"1772",49316.973190987206181,-2591717.926261709537357
"1773",49387.948572851644713,-2591831.309083861764520
"1774",49459.197126081315218,-2591943.530244065448642
"1775",49530.778842876854469,-2592054.382880780845881
"1776",49602.771683160026441,-2592163.702422380447388
"1777",49675.184067494956253,-2592271.315377416089177
"1778",49748.088524672362837,-2592377.084592622239143
"1779",49821.469645334538654,-2592480.917135875672102
"1780",49895.369861109807971,-2592582.721535156946629
"1781",49969.768040139359073,-2592682.449042696971446
"1782",50044.654155107113183,-2592780.102364379446954
"1783",50119.983598859937047,-2592875.660346208605915
"1784",50195.725454061859637,-2592969.184716636314988
"1785",50271.820518865089980,-2593060.747183683793992
"1786",50348.227421026283992,-2593150.442573663312942
"1787",50424.883925434682169,-2593238.389137121848762
"1788",50501.750615244774963,-2593324.718579472973943
"1789",50578.764709215342009,-2593409.585345231927931
"1790",50655.915051745178062,-2593493.132990160491318
"1791",50733.171100318562821,-2593575.521276079583913
"1792",50810.535179877697374,-2593656.899633124936372
"1793",50888.011018417091691,-2593737.418331474065781
"1794",50965.638257566133689,-2593817.205970161594450
"1795",51043.451679704579874,-2593896.392263379413635
"1796",51121.546314997380250,-2593975.060848217923194
"1797",51199.998516922481940,-2594053.301999135408551
"1798",51278.940800007156213,-2594131.154103615321219
"1799",51358.493454220370040,-2594208.655687116552144
"1800",51438.798775456969452,-2594285.809652447700500
"1801",51519.992072849054239,-2594362.614636786747724
"1802",51602.216071583694429,-2594439.038233013823628
"1803",51685.585409627979971,-2594515.067593631334603
"1804",51770.219964288953634,-2594590.643274680711329
"1805",51856.192617854350829,-2594665.748044854961336
"1806",51943.566248677627300,-2594740.328182654920965
"1807",52032.334144949752954,-2594814.388425774406642
"1808",52122.506330313000944,-2594887.888168096542358
"1809",52213.989640726227663,-2594960.883148653432727
"1810",52306.718101045567892,-2595033.363527232781053
"1811",52400.549730083832401,-2595105.398580633569509
"1812",52495.313408361151232,-2595177.057490906678140
"1813",52590.806980276669492,-2595248.451821031048894
"1814",52686.809724467151682,-2595319.686777649447322
"1815",52783.108759978676972,-2595390.912519835866988
"1816",52879.405786262024776,-2595462.239487242419273
"1817",52975.511318802295136,-2595533.814909255132079
"1818",53071.161781622518902,-2595605.755622758064419
"1819",53166.164433522571926,-2595678.188770821783692
"1820",53260.340662507995148,-2595751.198767967987806
"1821",53353.536383692131494,-2595824.878535180352628
"1822",53445.668317056828528,-2595899.247296159621328
"1823",53536.686569966070238,-2595974.329088267404586
"1824",53626.599341277629719,-2596050.092748478986323
"1825",53715.467034123765188,-2596126.497371168807149
"1826",53803.408655455939879,-2596203.449777429923415
"1827",53890.588323845950072,-2596280.852442653849721
"1828",53977.216192116313323,-2596358.564738966524601
"1829",54063.527298931512632,-2596436.453089972957969
"1830",54149.777882291658898,-2596514.354774172417819
"1831",54236.219921767726191,-2596592.129164814949036
"1832",54323.096505773559329,-2596669.621969758998603
"1833",54410.617819000864984,-2596746.715746936853975
"1834",54498.959932562269387,-2596823.292288243770599
"1835",54588.247038581277593,-2596899.280988853424788
"1836",54678.555824551396654,-2596974.617920639459044
"1837",54769.905414316293900,-2597049.291687874123454
"1838",54862.266651236524922,-2597123.298762219026685
"1839",54955.558395231681061,-2597196.687193978577852
"1840",55049.659743039650493,-2597269.508439414203167
"1841",55144.427954073806177,-2597341.859524183906615
"1842",55239.641441236031824,-2597413.832101657055318
"1843",55335.125213237843127,-2597485.553719670046121
"1844",55430.623588216214557,-2597557.135382324922830
"1845",55525.925897568624350,-2597628.712573172524571
"1846",55620.809260745372740,-2597700.392979860771447
"1847",55715.075234906733385,-2597772.297814941033721
"1848",55808.492056954950385,-2597844.511413089931011
"1849",55900.899494932978996,-2597917.123161142226309
"1850",55992.150466208069702,-2597990.180361118633300
"1851",56082.124559843490715,-2598063.730778574012220
"1852",56170.739381914972910,-2598137.779558632522821
"1853",56257.942158156780351,-2598212.332067986018956
"1854",56343.732196650627884,-2598287.334148207679391
"1855",56428.109544775732502,-2598362.782840104773641
"1856",56511.132826719913282,-2598438.604728381615132
"1857",56592.865841740989708,-2598514.760235280264169
"1858",56673.410007025915547,-2598591.172472170088440
"1859",56752.873853388147836,-2598667.781031204387546
"1860",56831.385608770608087,-2598744.510155396070331
"1861",56909.067870673330617,-2598821.305655877571553
"1862",56986.053150068080868,-2598898.103550618048757
"1863",57062.457442448139773,-2598974.864323274232447
"1864",57138.399543667255784,-2599051.541545805986971
"1865",57213.974695079006779,-2599128.113700541201979
"1866",57289.277657700389682,-2599204.552731224335730
"1867",57364.376853670008131,-2599280.853985823225230
"1868",57439.340450636998867,-2599357.004909324925393
"1869",57514.210824310997850,-2599433.013789867982268
"1870",57589.032580351151410,-2599508.878861641511321
"1871",57663.826931986099225,-2599584.616462654434144
"1872",57738.620671333090286,-2599660.230724904220551
"1873",57813.420120032518753,-2599735.741571363992989
"1874",57888.240360490090097,-2599811.155034192372113
"1875",57963.078599619519082,-2599886.491324407048523
"1876",58037.943290078881546,-2599961.755706479307264
"1877",58112.826914660363400,-2600036.966721425764263
"1878",58187.734866446975502,-2600112.127484270837158
"1879",58262.657760959395091,-2600187.254047862254083
"1880",58337.607683745663962,-2600262.336389316711575
"1881",58412.565283101066598,-2600337.401682447642088
"1882",58487.543331159351510,-2600412.436732717324048
"1883",58562.494538358398131,-2600487.494710756465793
"1884",58637.687820668230415,-2600562.360398879740387
"1885",58712.939005706619355,-2600637.181551556568593
"1886",58788.312634266083478,-2600711.910489805508405
"1887",58863.830385768043925,-2600786.531004208605736
"1888",58939.520968568147509,-2600861.036704708822072
"1889",59015.441891555914481,-2600935.383494535461068
"1890",59091.652505010206369,-2601009.551277121528983
"1891",59168.217352679450414,-2601083.502814710605890
"1892",59245.198221036043833,-2601157.233278591185808
"1893",59322.684239222275210,-2601230.712161486037076
"1894",59400.761649731939542,-2601303.951727973297238
"1895",59479.513491137899109,-2601376.971346731297672
"1896",59559.035311893632752,-2601449.838819562457502
"1897",59639.382409144411213,-2601522.669861993752420
"1898",59720.600492715617293,-2601595.662310408428311
"1899",59802.697955544965225,-2601669.075438396073878
